"ano,""regiao"",""UF"",""etnia"",""%_etnia"",""%_desocupacao"",""%_subutilizacao"",""$_renda_med_formal"",""$_renda_med_informal"",""%_menor_renda_familiar"",""%_maior_renda_familiar"",""%_taxa_homicidio"""
"2012,""Nordeste"",""Pernambuco"",""Branca"",""33.320257072625"",""8.2250815689865"",""19.577879118091"",""3241.2326020488"",""1200.0613475984"",""24.156110664474"",""58.051481766044"",""5.93"""
"2012,""Nordeste"",""Pernambuco"",""Preta"",""66.202937713665"",""9.699068307422"",""25.982620882289"",""1769.7026250036"",""918.75128114936"",""75.518352569583"",""41.132800484685"",""49.76"""
"2012,""Nordeste"",""Piauí"",""Branca"",""21.405310613583"",""5.5934950518969"",""28.772055627596"",""2198.4468872614"",""819.99080000817"",""21.536611358447"",""32.459877455229"",""7.36"""
"2012,""Nordeste"",""Piauí"",""Preta"",""78.571538101655"",""6.0025542562158"",""32.740695849715"",""1740.1199811589"",""627.77433170244"",""78.292439967269"",""67.540122544771"",""18.18"""
"2012,""Nordeste"",""Rio Grande do Norte"",""Branca"",""40.452184659801"",""9.0240531725441"",""26.292532318098"",""2314.3100578463"",""977.90997277001"",""34.900206912915"",""55.865974820877"",""14.08"""
"2012,""Nordeste"",""Rio Grande do Norte"",""Preta"",""59.368519754069"",""11.931585480606"",""30.145806678006"",""1591.2616492588"",""857.6599527539"",""65.099793087085"",""43.473599408169"",""43.44"""
"2012,""Nordeste"",""Sergipe"",""Branca"",""25.794821507708"",""8.8096929529833"",""25.789456509981"",""2632.6237434279"",""1183.1303071101"",""20.485039927108"",""41.891725285017"",""13.11"""
"2012,""Nordeste"",""Sergipe"",""Preta"",""73.996218272665"",""10.6398259053"",""31.577153368986"",""2128.3574776717"",""806.44198833415"",""79.293018526151"",""57.749093373656"",""49.81"""
"2012,""Centro-Oeste"",""Distrito Federal"",""Branca"",""41.905517343247"",""7.7855645456545"",""14.194891345411"",""6200.4510525188"",""3058.0176219883"",""32.780905835673"",""71.463039964431"",""8.13"""
"2012,""Centro-Oeste"",""Distrito Federal"",""Preta"",""57.556312907749"",""9.7480698016278"",""16.006810403499"",""3308.8374149264"",""1846.9235677616"",""66.958368533472"",""27.167799774047"",""54.14"""
"2012,""Centro-Oeste"",""Goiás"",""Branca"",""38.060761349339"",""4.5171987993969"",""12.651338721812"",""3028.8820550917"",""1704.9373270715"",""27.717142699938"",""60.196533114105"",""23.8"""
"2012,""Centro-Oeste"",""Goiás"",""Preta"",""61.723977930746"",""5.2220855166945"",""13.389893641451"",""2047.9727391121"",""1347.0905470555"",""72.011409272727"",""39.518541044528"",""54.52"""
"2012,""Centro-Oeste"",""Mato Grosso"",""Branca"",""35.610032004553"",""4.1839336388847"",""10.730734586027"",""3350.4626141634"",""2039.9468088066"",""23.615132842708"",""62.260600642246"",""22.4"""
"2012,""Centro-Oeste"",""Mato Grosso"",""Preta"",""63.47128927732"",""5.6442435598475"",""13.430003929615"",""2033.5256332481"",""1279.2475063934"",""75.049024117166"",""36.442802772636"",""40.47"""
"2012,""Centro-Oeste"",""Mato Grosso do Sul"",""Branca"",""47.163218061649"",""5.4041763509136"",""14.692449848125"",""2773.2204883088"",""1776.8897669229"",""33.498937403625"",""66.805715467369"",""18.55"""
"2012,""Centro-Oeste"",""Mato Grosso do Sul"",""Preta"",""50.653293855975"",""6.7381143417588"",""18.227520335609"",""1975.1096589815"",""1250.8034096477"",""62.451555611722"",""30.158614805441"",""35.43"""
"2013,""Sul"",""Paraná"",""Branca"",""68.686708212458"",""3.893564159644"",""9.6484080847044"",""2934.8317696158"",""1801.0014322059"",""53.213959750896"",""85.696452204882"",""30.12"""
"2013,""Sul"",""Paraná"",""Preta"",""30.143891414849"",""5.1799704300543"",""13.982992087952"",""1980.0394477735"",""1329.9957940267"",""46.210399513739"",""11.930682216724"",""18.08"""
"2013,""Sul"",""Rio Grande do Sul"",""Branca"",""84.253612040136"",""4.2734189497509"",""11.126718334959"",""2750.0351733556"",""1703.3921362257"",""72.296419685185"",""94.094416845863"",""18.97"""
"2013,""Sul"",""Rio Grande do Sul"",""Preta"",""15.520583656694"",""8.4588049381565"",""19.688327674879"",""1878.3956308607"",""1052.2202686645"",""27.536172842095"",""5.6317447401474"",""28.13"""
"2013,""Sul"",""Santa Catarina"",""Branca"",""85.746519971615"",""3.0806804906812"",""6.0765069113228"",""2663.2226109732"",""1814.9318614428"",""73.559154625667"",""95.72081188999"",""11.59"""
"2013,""Sul"",""Santa Catarina"",""Preta"",""14.112718427845"",""5.4782166595987"",""10.43967902257"",""1840.0985520521"",""1501.2152809218"",""26.341566817266"",""4.0131366134436"",""12.52"""
"2013,""Sudeste"",""Espírito Santo"",""Branca"",""40.109317669491"",""4.9069486355318"",""8.8118346545255"",""2963.4628865535"",""1655.0233417152"",""29.337162618296"",""64.826752954484"",""15.24"""
"2013,""Sudeste"",""Espírito Santo"",""Preta"",""59.446777481071"",""7.9975882978288"",""13.840005335873"",""1942.2103519756"",""1270.0814310884"",""70.205992125348"",""34.335075678261"",""57.52"""
"2013,""Sudeste"",""Minas Gerais"",""Branca"",""43.034249503243"",""5.2471407726583"",""13.704506792644"",""2742.2682662392"",""1505.1203905085"",""26.417342946677"",""68.820798107954"",""14.2"""
"2013,""Sudeste"",""Minas Gerais"",""Preta"",""56.746373968032"",""8.1382778575658"",""18.840101273715"",""1796.3366361027"",""1070.9504365959"",""73.519713024972"",""30.740927637594"",""28.68"""
"2013,""Sudeste"",""Rio de Janeiro"",""Branca"",""45.46959191296"",""5.8890572875567"",""9.0978855830598"",""3421.1196656067"",""1933.6248406277"",""28.788919434483"",""76.312508000507"",""19.29"""
"2013,""Sudeste"",""Rio de Janeiro"",""Preta"",""54.324479814066"",""7.7160207499019"",""12.0852620344"",""2042.3848757944"",""1341.7023264312"",""71.115810455044"",""23.251794833178"",""39.25"""
"2013,""Sudeste"",""São Paulo"",""Branca"",""64.328923568593"",""6.5023211637171"",""12.253443949347"",""3539.5706022507"",""2198.6925445335"",""47.805637902695"",""85.643465338394"",""11.22"""
